Unnamed: 0,Rk,Player,Age,Team,Pos,G,GS,MP,PER,TS%,3PAr,FTr,ORB%,DRB%,TRB%,AST%,STL%,BLK%,TOV%,USG%,OWS,DWS,WS,WS/48,OBPM,DBPM,BPM,VORP,Awards,Player-additional,Player_Clean,Salary,Season
,142.0,Ivica Zubac,26.0,LAC,C,68.0,68.0,1794.0,19.3,0.671,0.0,0.32,12.8,26.2,19.7,7.5,0.6,4.2,11.8,16.4,4.5,2.3,6.8,0.182,0.8,0.0,0.8,1.3,,zubaciv01,Ivica Zubac,10933333.0,2023-24
,531.0,JD Davison,21.0,BOS,SG,8.0,0.0,39.0,18.8,0.581,0.583,0.333,5.8,21.2,13.8,32.9,1.3,2.3,12.7,17.6,0.1,0.1,0.2,0.228,1.8,1.4,3.3,0.1,,davisjd01,JD Davison,1761752.0,2023-24
,304.0,JT Thor,21.0,CHO,PF,63.0,3.0,781.0,9.1,0.519,0.443,0.109,6.0,15.3,10.5,5.1,0.7,3.2,7.3,11.7,0.2,0.3,0.6,0.034,-3.5,-1.1,-4.5,-0.5,,thorjt01,JT Thor,1836096.0,2023-24
,407.0,Ja Morant,24.0,MEM,PG,9.0,9.0,318.0,20.6,0.57,0.3,0.376,2.0,15.8,8.6,42.2,1.1,1.5,12.0,30.4,0.5,0.3,0.8,0.124,2.7,0.4,3.1,0.4,,moranja01,Ja Morant,33500000.0,2023-24
,401.0,JaVale McGee,36.0,SAC,C,46.0,0.0,339.0,19.0,0.609,0.053,0.341,13.6,28.4,20.8,7.6,2.0,5.4,18.3,23.4,0.1,0.6,0.7,0.101,-1.9,0.6,-1.3,0.1,,mcgeeja01,JaVale McGee,5734280.0,2023-24
,37.0,Jabari Smith Jr.,20.0,HOU,PF,76.0,76.0,2424.0,13.8,0.571,0.456,0.222,6.1,21.3,13.6,7.1,1.0,2.3,8.9,17.6,2.4,3.2,5.6,0.111,-0.5,0.1,-0.4,1.0,,smithja05,Jabari Smith,9326520.0,2023-24
,158.0,Jabari Walker,21.0,POR,PF,72.0,23.0,1700.0,13.0,0.546,0.273,0.336,9.4,25.0,16.7,6.2,1.2,1.2,10.2,16.3,1.4,1.6,2.9,0.083,-2.4,-0.9,-3.3,-0.6,,walkeja01,Jabari Walker,1719864.0,2023-24
,506.0,Jack White,26.0,MEM,SF,4.0,0.0,64.0,1.1,0.188,0.625,0.0,6.6,14.2,10.3,2.0,3.1,1.5,11.1,12.1,-0.2,0.1,-0.1,-100.0,-9.1,-1.2,-10.3,-0.1,,whiteja03,Jack White,1761752.0,2023-24
,319.0,Jacob Gilyard,25.0,2TM,PG,41.0,14.0,699.0,11.1,0.573,0.84,0.013,1.4,6.0,3.6,27.7,2.3,0.7,16.6,11.1,0.8,0.6,1.4,0.095,-2.0,0.6,-1.4,0.1,,gilyaja01,Jacob Gilyard,547349.0,2023-24
,269.0,Jaden Hardy,21.0,DAL,SG,73.0,7.0,989.0,11.2,0.517,0.468,0.159,2.2,12.2,7.2,15.7,1.1,0.4,10.8,24.9,-0.4,0.7,0.3,0.014,-2.0,-2.1,-4.1,-0.5,,hardyja02,Jaden Hardy,1719864.0,2023-24
,67.0,Jaden Ivey,21.0,DET,SG,77.0,61.0,2217.0,12.4,0.536,0.379,0.311,4.3,9.1,6.6,20.2,1.2,1.6,14.7,24.9,-0.5,1.0,0.5,0.01,-1.4,-1.7,-3.1,-0.6,,iveyja01,Jaden Ivey,7614480.0,2023-24
,83.0,Jaden McDaniels,23.0,MIN,SF,72.0,71.0,2105.0,9.4,0.571,0.406,0.126,3.2,8.7,6.0,6.8,1.5,1.8,11.6,15.7,0.3,3.1,3.4,0.077,-3.3,0.7,-2.6,-0.3,DEF2,mcdanja02,Jaden McDaniels,3901399.0,2023-24
,360.0,Jaden Springer,21.0,2TM,SG,49.0,2.0,507.0,10.7,0.49,0.324,0.284,7.1,9.8,8.4,11.5,3.5,2.7,17.0,17.1,-0.3,0.8,0.6,0.052,-4.9,1.5,-3.4,-0.2,,sprinja01,Jaden Springer,2226240.0,2023-24
,239.0,Jae Crowder,33.0,MIL,PF,50.0,25.0,1156.0,8.9,0.546,0.615,0.133,3.0,12.1,7.6,7.2,1.6,0.7,7.4,11.5,0.6,1.0,1.6,0.065,-2.6,0.0,-2.6,-0.2,,crowdja01,Jae Crowder,0.0,2023-24
,257.0,Jae'Sean Tate,28.0,HOU,SF,65.0,9.0,1031.0,9.3,0.538,0.336,0.17,6.3,14.3,10.2,8.2,2.0,1.3,13.1,11.7,0.4,1.3,1.8,0.082,-3.7,1.5,-2.3,-0.1,,tateja01,Jae'Sean Tate,6500000.0,2023-24
,302.0,Jake LaRavia,22.0,MEM,PF,35.0,6.0,806.0,12.6,0.54,0.515,0.36,6.7,10.9,8.7,11.1,1.8,1.4,11.4,21.1,0.3,0.8,1.0,0.062,-1.4,-1.0,-2.5,-0.1,,laravja01,Jake LaRavia,3199920.0,2023-24
,210.0,Jakob Poeltl,28.0,TOR,C,50.0,50.0,1319.0,18.9,0.653,0.0,0.283,11.9,24.1,17.9,14.0,1.3,5.1,15.3,16.2,2.4,1.4,3.8,0.138,-0.3,1.0,0.7,0.9,,poeltja01,Jakob Poeltl,0.0,2023-24
,10.0,Jalen Brunson,27.0,NYK,PG,77.0,77.0,2726.0,23.4,0.592,0.319,0.302,1.8,9.7,5.7,33.5,1.3,0.4,9.1,32.5,8.8,2.4,11.2,0.198,6.3,-0.4,5.8,5.4,MVP-5CPOY-5ASNBA2,brunsja01,Jalen Brunson,26346666.0,2023-24
,146.0,Jalen Duren,20.0,DET,C,61.0,60.0,1777.0,18.7,0.653,0.007,0.321,11.8,33.0,22.2,12.7,0.9,2.3,16.7,18.5,3.0,1.8,4.8,0.13,-0.2,0.1,-0.1,0.9,,durenja01,Jalen Duren,4330680.0,2023-24
,21.0,Jalen Green,21.0,HOU,SG,82.0,82.0,2601.0,14.7,0.541,0.454,0.264,1.7,15.9,8.7,17.3,1.2,1.0,11.4,27.4,0.2,2.9,3.1,0.056,0.4,-0.9,-0.5,1.0,,greenja05,Jalen Green,9891480.0,2023-24
,126.0,Jalen Johnson,22.0,ATL,SF,56.0,52.0,1889.0,16.3,0.584,0.285,0.209,4.1,24.8,14.1,15.4,1.7,2.2,11.6,19.1,2.1,1.7,3.8,0.098,0.4,0.8,1.2,1.5,,johnsja05,Jalen Johnson,2925360.0,2023-24
,355.0,Jalen McDaniels,26.0,TOR,SF,50.0,1.0,538.0,5.0,0.412,0.376,0.196,3.6,12.7,8.1,9.1,1.7,1.0,12.8,18.7,-1.1,0.3,-0.8,-74.0,-7.2,-1.8,-9.0,-1.0,,mcdanja01,Jalen McDaniels,0.0,2023-24
,254.0,Jalen Smith,23.0,IND,C,61.0,14.0,1047.0,20.7,0.682,0.365,0.263,12.1,24.3,18.2,8.0,0.8,2.9,9.1,19.4,3.1,0.9,4.0,0.182,3.2,-0.8,2.4,1.2,,smithja04,Jalen Smith,5043773.0,2023-24
,101.0,Jalen Suggs,22.0,ORL,SG,75.0,75.0,2025.0,14.1,0.602,0.539,0.218,2.8,10.6,6.6,15.0,2.6,2.2,14.4,19.7,1.5,3.2,4.7,0.112,-0.6,1.6,1.0,1.5,DPOY-10DEF2,suggsja01,Jalen Suggs,7252080.0,2023-24
,65.0,Jalen Williams,22.0,OKC,PF,71.0,71.0,2223.0,19.1,0.621,0.243,0.223,1.9,11.8,7.1,21.3,1.7,1.9,10.1,23.7,4.5,2.7,7.3,0.157,2.0,0.3,2.3,2.4,CPOY-12,willija06,Jalen Williams,4558680.0,2023-24
,424.0,Jamal Cain,24.0,MIA,PF,26.0,1.0,259.0,11.5,0.544,0.392,0.291,6.5,9.7,8.1,5.6,1.9,1.9,8.2,16.7,0.1,0.3,0.5,0.089,-2.5,0.2,-2.3,0.0,,cainja01,Jamal Cain,1761752.0,2023-24
,132.0,Jamal Murray,26.0,DEN,PG,59.0,59.0,1861.0,20.7,0.586,0.346,0.187,2.6,11.6,7.2,31.2,1.5,1.8,10.5,27.9,3.8,2.1,5.9,0.153,4.5,-0.4,4.1,2.9,,murraja01,Jamal Murray,33833400.0,2023-24
,480.0,Jamaree Bouyea,24.0,2TM,PG,9.0,0.0,95.0,1.5,0.375,0.321,0.0,3.4,19.2,11.0,15.9,0.5,0.0,24.3,16.5,-0.3,0.1,-0.3,-129.0,-10.2,-2.0,-12.3,-0.2,,bouyeja01,Jamaree Bouyea,0.0,2023-24
,489.0,James Bouknight,23.0,CHO,SG,14.0,0.0,81.0,15.9,0.597,0.732,0.049,1.3,11.4,6.2,12.2,0.6,1.2,4.6,23.9,0.1,0.0,0.1,0.062,4.4,-2.2,2.2,0.1,,bouknja01,James Bouknight,4570080.0,2023-24
,34.0,James Harden,34.0,LAC,PG,72.0,72.0,2470.0,18.6,0.612,0.594,0.418,1.6,14.8,8.4,33.6,1.5,2.1,16.0,20.6,5.9,2.5,8.4,0.163,3.8,0.3,4.1,3.8,,hardeja01,James Harden,35640000.0,2023-24
,522.0,James Johnson,36.0,IND,PF,9.0,0.0,47.0,5.0,0.368,0.2,0.2,2.4,7.2,4.8,18.6,5.0,1.7,31.5,14.2,-0.1,0.1,0.0,-50.0,-8.0,2.2,-5.8,0.0,,johnsja01,James Johnson,0.0,2023-24
,246.0,James Wiseman,22.0,DET,C,63.0,6.0,1091.0,14.8,0.637,0.007,0.334,11.0,23.5,17.2,7.3,0.5,3.1,15.9,16.3,1.3,0.8,2.1,0.094,-2.6,-0.9,-3.5,-0.4,,wisemja01,James Wiseman,12119440.0,2023-24
,346.0,Jared Butler,23.0,WAS,SG,40.0,0.0,566.0,14.1,0.579,0.388,0.179,1.7,9.5,5.5,30.9,2.4,1.2,18.7,19.9,0.3,0.3,0.6,0.054,-1.5,-0.5,-2.1,0.0,,butleja02,Jared Butler,0.0,2023-24
,425.0,Jared Rhoden,24.0,DET,SG,17.0,0.0,245.0,10.3,0.597,0.47,0.121,1.3,13.9,7.5,8.0,0.6,4.5,9.1,13.3,0.1,0.2,0.3,0.06,-2.9,0.4,-2.5,0.0,,rhodeja01,Jared Rhoden,1761752.0,2023-24
,340.0,Jarred Vanderbilt,24.0,LAL,PF,29.0,6.0,581.0,11.6,0.578,0.237,0.316,8.3,17.7,13.2,7.7,2.9,0.7,17.7,11.7,0.3,0.8,1.1,0.089,-2.9,1.3,-1.6,0.0,,vandeja01,Jarred Vanderbilt,4698000.0,2023-24
,36.0,Jarrett Allen,25.0,CLE,C,77.0,77.0,2442.0,21.8,0.664,0.007,0.383,11.3,25.8,18.7,13.2,1.1,3.0,11.2,19.4,6.8,3.9,10.7,0.21,2.1,0.9,3.0,3.1,DPOY-10,allenja01,Jarrett Allen,20000000.0,2023-24
,498.0,Jason Preston,24.0,UTA,PG,7.0,0.0,71.0,10.5,0.316,0.158,0.0,9.4,16.9,13.2,28.7,1.4,1.3,9.5,12.4,0.0,0.0,0.0,0.026,-2.5,-0.1,-2.6,0.0,,prestja01,Jason Preston,1836096.0,2023-24
,427.0,Javonte Green,30.0,CHI,SF,9.0,5.0,230.0,20.2,0.681,0.36,0.173,9.5,23.3,16.3,3.3,2.2,3.6,8.0,16.7,0.5,0.3,0.9,0.18,1.9,0.1,2.0,0.2,,greenja02,Javonte Green,0.0,2023-24
,287.0,Jaxson Hayes,23.0,LAL,C,70.0,5.0,877.0,14.0,0.718,0.046,0.469,9.2,17.1,13.4,5.0,1.8,2.9,16.9,12.5,1.4,1.1,2.5,0.135,-2.8,0.9,-1.9,0.0,,hayesja02,Jaxson Hayes,9170460.0,2023-24
,520.0,Jay Huff,25.0,DEN,C,20.0,0.0,49.0,18.5,0.724,0.6,0.133,4.7,19.8,12.4,5.6,2.0,5.2,5.9,15.0,0.1,0.1,0.2,0.212,-0.3,1.6,1.3,0.0,,huffja01,Jay Huff,0.0,2023-24
,50.0,Jaylen Brown,27.0,BOS,SF,70.0,70.0,2343.0,18.6,0.58,0.326,0.239,4.0,13.4,8.9,16.6,1.8,1.4,10.7,28.9,2.7,3.2,5.9,0.121,0.9,-0.1,0.7,1.6,AS,brownja02,Jaylen Brown,31830357.0,2023-24
,432.0,Jaylen Nowell,24.0,2TM,SG,13.0,1.0,214.0,9.2,0.494,0.372,0.115,3.0,9.6,6.2,13.6,0.9,0.8,7.9,17.8,0.0,0.1,0.1,0.016,-4.1,-1.4,-5.4,-0.2,,nowelja01,Jaylen Nowell,0.0,2023-24
,283.0,Jaylin Williams,21.0,OKC,C,69.0,1.0,897.0,12.7,0.561,0.632,0.18,4.7,23.7,14.5,15.0,1.5,2.8,12.1,13.5,1.0,1.5,2.4,0.13,-0.8,1.9,1.1,0.7,,willija07,Jaylin Williams,2000000.0,2023-24
,16.0,Jayson Tatum,25.0,BOS,PF,74.0,74.0,2645.0,22.3,0.604,0.427,0.349,2.9,20.9,12.3,21.0,1.4,1.4,10.3,30.2,6.4,4.1,10.4,0.189,4.5,0.6,5.1,4.7,MVP-6CPOY-9ASNBA1,tatumja01,Jayson Tatum,32600060.0,2023-24
,454.0,Jeff Dowtin Jr.,26.0,PHI,PG,12.0,0.0,142.0,18.2,0.689,0.528,0.111,2.3,13.5,7.8,26.4,2.4,0.6,11.7,13.0,0.4,0.2,0.6,0.193,2.0,1.3,3.3,0.2,,dowtije01,Jeff Dowtin,1761752.0,2023-24
,212.0,Jeff Green,37.0,HOU,PF,78.0,6.0,1307.0,11.3,0.59,0.437,0.407,3.7,10.9,7.3,7.3,0.6,2.2,9.6,15.5,1.4,1.2,2.6,0.095,-1.6,-0.4,-2.1,0.0,,greenje02,Jeff Green,0.0,2023-24
,135.0,Jerami Grant,29.0,POR,PF,54.0,54.0,1830.0,15.4,0.573,0.325,0.367,2.1,10.0,5.8,13.8,1.2,1.7,10.5,25.7,1.7,1.0,2.7,0.071,1.0,-1.1,-0.1,0.9,,grantje01,Jerami Grant,0.0,2023-24
,403.0,Jeremiah Robinson-Earl,23.0,NOP,PF,39.0,1.0,334.0,11.8,0.564,0.411,0.168,7.8,17.5,12.7,8.4,1.5,1.2,13.6,15.4,0.2,0.4,0.6,0.086,-1.9,-0.3,-2.2,0.0,,robinje02,Jeremiah Robinson-Earl,1900000.0,2023-24
,71.0,Jeremy Sochan,20.0,SAS,PF,74.0,73.0,2193.0,11.4,0.513,0.293,0.186,6.7,16.9,11.7,16.0,1.3,1.5,14.3,18.8,-0.5,1.9,1.4,0.03,-2.8,-0.6,-3.4,-0.8,,sochaje01,Jeremy Sochan,5316960.0,2023-24
,338.0,Jericho Sims,25.0,NYK,C,45.0,11.0,585.0,10.9,0.702,0.0,0.436,10.7,17.5,14.1,5.4,0.7,3.0,19.6,6.0,0.9,0.7,1.5,0.127,-2.4,0.7,-1.8,0.0,,simsje01,Jericho Sims,1927896.0,2023-24
,266.0,Jevon Carter,28.0,CHI,PG,72.0,0.0,1004.0,8.5,0.485,0.641,0.019,1.2,5.6,3.3,12.9,1.8,1.6,8.9,17.7,-0.5,0.7,0.2,0.009,-3.3,-0.7,-4.0,-0.5,,carteje01,Jevon Carter,2239943.0,2023-24
,95.0,Jimmy Butler,34.0,MIA,PF,60.0,60.0,2042.0,22.0,0.626,0.183,0.579,5.8,11.9,8.8,23.1,1.9,0.8,9.3,24.0,6.4,2.7,9.1,0.214,3.9,0.7,4.6,3.4,,butleji01,Jimmy Butler,45183960.0,2023-24
,307.0,Jock Landale,28.0,HOU,C,56.0,3.0,763.0,15.6,0.584,0.194,0.316,12.2,11.9,12.1,11.8,1.3,4.0,11.7,14.8,1.4,0.9,2.3,0.146,-0.5,0.4,-0.1,0.4,,landajo01,Jock Landale,0.0,2023-24
,446.0,Joe Harris,32.0,DET,SG,16.0,0.0,170.0,4.6,0.489,0.769,0.051,1.9,6.7,4.3,7.7,0.8,1.0,9.1,11.0,0.0,0.0,0.0,0.001,-4.7,-1.1,-5.9,-0.2,,harrijo01,Joe Harris,19928571.0,2023-24
,234.0,Joe Ingles,36.0,ORL,SF,68.0,0.0,1169.0,10.6,0.612,0.709,0.15,1.8,12.6,7.1,23.0,1.8,0.4,21.7,11.6,1.1,1.5,2.6,0.108,-1.7,1.2,-0.5,0.5,,inglejo01,Joe Ingles,0.0,2023-24
,211.0,Joel Embiid,29.0,PHI,C,39.0,39.0,1309.0,34.1,0.644,0.163,0.531,7.9,28.8,18.1,32.4,1.7,4.6,12.5,39.6,5.2,2.3,7.5,0.275,8.5,3.1,11.6,4.5,AS,embiijo01,Joel Embiid,46900000.0,2023-24
,122.0,John Collins,26.0,UTA,PF,68.0,66.0,1901.0,17.5,0.621,0.311,0.248,9.2,24.0,16.7,6.1,1.0,2.9,10.6,20.4,3.1,1.3,4.4,0.11,0.5,-1.4,-0.9,0.5,,collijo01,John Collins,25340000.0,2023-24
,232.0,John Konchar,27.0,MEM,SF,55.0,23.0,1173.0,11.4,0.537,0.577,0.12,6.5,18.0,12.0,13.0,2.1,4.1,17.4,9.7,0.5,1.7,2.2,0.091,-2.6,2.2,-0.4,0.5,,konchjo01,John Konchar,2400000.0,2023-24
,334.0,Johnny Davis,21.0,WAS,SG,50.0,6.0,613.0,6.2,0.462,0.26,0.156,3.1,9.6,6.3,6.6,1.4,1.3,7.3,12.2,-0.3,0.2,-0.1,-9.0,-5.5,-1.1,-6.6,-0.7,,davisjo06,Johnny Davis,5050800.0,2023-24
,393.0,Johnny Juzang,22.0,UTA,SG,20.0,5.0,372.0,9.6,0.62,0.7,0.127,2.1,8.5,5.3,8.4,0.5,0.5,10.1,14.5,0.4,0.0,0.4,0.047,-1.5,-2.2,-3.7,-0.2,,juzanjo01,Johnny Juzang,1761752.0,2023-24
,280.0,Jonathan Isaac,26.0,ORL,PF,58.0,2.0,914.0,19.2,0.61,0.392,0.287,9.3,24.2,16.7,4.8,2.3,7.1,7.7,16.7,1.5,2.1,3.6,0.188,1.4,2.4,3.8,1.4,6MOY-9,isaacjo01,Jonathan Isaac,17400000.0,2023-24
,113.0,Jonathan Kuminga,21.0,GSW,PF,74.0,46.0,1949.0,17.0,0.598,0.191,0.347,5.2,14.4,9.8,12.5,1.4,1.7,10.9,24.1,2.7,1.9,4.6,0.113,0.0,-0.4,-0.4,0.8,,kuminjo01,Jonathan Kuminga,6012840.0,2023-24
,164.0,Jordan Clarkson,31.0,UTA,SG,55.0,19.0,1682.0,12.7,0.521,0.379,0.246,3.2,9.0,6.2,24.6,1.0,0.3,13.9,26.1,0.1,0.1,0.2,0.006,-1.3,-3.2,-4.5,-1.1,,clarkjo01,Jordan Clarkson,14260000.0,2023-24
,251.0,Jordan Goodwin,25.0,2TM,PG,57.0,12.0,1055.0,12.6,0.451,0.369,0.154,9.3,17.3,13.3,20.9,2.2,1.6,12.1,19.0,-0.2,1.4,1.2,0.054,-1.5,0.5,-1.0,0.3,,goodwjo01,Jordan Goodwin,1927896.0,2023-24
,331.0,Jordan McLaughlin,27.0,MIN,PG,56.0,0.0,626.0,15.5,0.638,0.614,0.124,3.4,9.4,6.5,23.7,2.8,1.0,11.1,12.1,1.4,1.1,2.5,0.193,1.4,2.9,4.2,1.0,,mclaujo01,Jordan McLaughlin,2320000.0,2023-24
,316.0,Jordan Nwora,25.0,2TM,SF,52.0,1.0,712.0,13.7,0.565,0.438,0.177,4.3,19.1,11.6,12.3,1.8,1.6,14.1,22.4,-0.1,0.6,0.5,0.034,-1.1,-1.5,-2.5,-0.1,,nworajo01,Jordan Nwora,3000000.0,2023-24
,49.0,Jordan Poole,24.0,WAS,SG,78.0,66.0,2346.0,12.1,0.529,0.476,0.185,1.4,8.4,4.8,21.4,1.7,0.9,12.8,26.4,-1.5,0.8,-0.6,-13.0,-2.0,-1.9,-3.9,-1.2,,poolejo01,Jordan Poole,27955357.0,2023-24
,259.0,Jose Alvarado,25.0,NOP,PG,56.0,0.0,1028.0,12.5,0.54,0.6,0.151,2.7,11.0,6.9,15.3,2.8,1.4,9.8,17.3,0.6,1.5,2.1,0.097,-1.5,1.5,-0.1,0.5,6MOY-6,alvarjo01,Jose Alvarado,1836096.0,2023-24
,103.0,Josh Giddey,21.0,OKC,SG,80.0,80.0,2011.0,16.6,0.547,0.287,0.146,6.4,21.5,14.2,26.6,1.2,2.0,15.7,23.1,1.4,2.9,4.3,0.102,1.0,0.4,1.5,1.8,,giddejo01,Josh Giddey,6587040.0,2023-24
,185.0,Josh Green,23.0,DAL,SG,57.0,33.0,1505.0,9.9,0.588,0.5,0.152,2.9,10.4,6.7,11.1,1.5,0.5,13.1,13.1,1.0,1.2,2.2,0.071,-2.4,-0.3,-2.7,-0.3,,greenjo02,Josh Green,4765339.0,2023-24
,11.0,Josh Hart,28.0,NYK,SF,81.0,42.0,2707.0,11.8,0.522,0.38,0.169,5.3,22.8,14.0,16.3,1.4,0.8,13.9,13.5,2.0,3.6,5.7,0.1,-1.3,1.4,0.0,1.4,,hartjo01,Josh Hart,12960000.0,2023-24
,481.0,Josh Minott,21.0,MIN,SF,32.0,0.0,91.0,20.4,0.593,0.278,0.389,5.2,15.5,10.6,13.2,2.7,4.9,4.5,21.4,0.2,0.2,0.4,0.222,1.8,3.3,5.1,0.2,,minotjo01,Josh Minott,1719864.0,2023-24
,275.0,Josh Okogie,25.0,PHO,SG,60.0,11.0,960.0,12.0,0.552,0.456,0.495,9.2,9.0,9.1,8.4,2.4,2.2,12.5,13.0,1.0,1.1,2.1,0.104,-1.3,0.8,-0.5,0.4,,okogijo01,Josh Okogie,0.0,2023-24
,243.0,Josh Richardson,30.0,MIA,SG,43.0,6.0,1103.0,11.4,0.573,0.548,0.156,1.8,10.7,6.2,13.9,1.1,1.2,8.9,16.5,0.9,1.2,2.1,0.093,-1.3,0.0,-1.3,0.2,,richajo01,Josh Richardson,0.0,2023-24
,58.0,Jrue Holiday,33.0,BOS,PG,69.0,69.0,2263.0,14.4,0.597,0.467,0.104,4.2,13.2,8.9,19.3,1.3,2.1,14.7,16.3,3.3,3.0,6.3,0.133,1.0,1.1,2.1,2.4,DPOY-6DEF2,holidjr01,Jrue Holiday,36861707.0,2023-24
,515.0,Juan Toscano-Anderson,30.0,SAC,SF,11.0,0.0,53.0,2.5,0.292,0.333,0.0,8.3,21.6,14.8,9.0,0.9,1.7,14.3,11.3,-0.1,0.1,0.0,-24.0,-8.7,-0.6,-9.4,-0.1,,toscaju01,Juan Toscano-Anderson,0.0,2023-24
,192.0,Julian Champagnie,22.0,SAS,SF,74.0,59.0,1468.0,10.6,0.57,0.689,0.229,3.1,12.2,7.6,9.3,1.6,2.4,11.4,14.4,0.6,1.3,1.8,0.059,-1.8,-0.1,-1.9,0.0,,champju02,Julian Champagnie,1761752.0,2023-24
,170.0,Julius Randle,29.0,NYK,PF,46.0,46.0,1630.0,18.9,0.569,0.292,0.361,6.8,22.4,14.6,22.8,0.8,0.7,14.1,29.9,1.9,1.9,3.8,0.113,2.2,-0.3,1.9,1.6,AS,randlju01,Julius Randle,25660800.0,2023-24
,426.0,Justin Champagnie,22.0,WAS,SF,15.0,1.0,235.0,13.6,0.526,0.577,0.192,8.5,15.8,12.1,10.7,2.0,3.1,10.6,17.0,0.1,0.2,0.3,0.058,-1.1,-0.8,-1.8,0.0,,champju01,Justin Champagnie,1927896.0,2023-24
,293.0,Justin Holiday,34.0,DEN,SG,58.0,9.0,862.0,9.7,0.598,0.701,0.021,1.2,7.8,4.6,9.5,2.1,0.9,6.7,10.6,0.9,0.9,1.8,0.101,-2.5,0.9,-1.6,0.1,,holidju01,Justin Holiday,0.0,2023-24
,571.0,Justin Jackson,28.0,MIN,SF,2.0,0.0,1.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.031,-6.3,-1.2,-7.5,0.0,,jacksju01,Justin Jackson,0.0,2023-24
,392.0,Justin Minaya,24.0,POR,SF,34.0,1.0,381.0,5.8,0.391,0.662,0.122,8.3,8.1,8.2,7.3,1.2,2.4,10.3,9.7,-0.1,0.2,0.1,0.009,-5.1,-0.5,-5.6,-0.3,,minayju01,Justin Minaya,0.0,2023-24
,309.0,KJ Martin,23.0,2TM,SF,60.0,2.0,746.0,9.9,0.563,0.155,0.227,6.0,13.6,9.7,9.4,1.5,1.5,13.9,13.4,0.3,0.8,1.1,0.071,-4.0,-0.1,-4.1,-0.4,,martike04,KJ Martin,1930681.0,2023-24
,100.0,Karl-Anthony Towns,28.0,MIN,PF,62.0,62.0,2026.0,18.8,0.625,0.344,0.307,5.5,22.6,14.4,15.1,1.0,1.8,14.1,27.4,2.6,3.6,6.3,0.148,1.6,0.9,2.5,2.3,AS,townska01,Karl-Anthony Towns,36016200.0,2023-24
,53.0,Kawhi Leonard,32.0,LAC,SF,68.0,68.0,2330.0,23.2,0.626,0.289,0.246,4.2,15.6,10.1,16.9,2.4,2.3,8.5,26.5,6.0,2.9,8.9,0.184,4.8,0.6,5.5,4.4,ASNBA2,leonaka01,Kawhi Leonard,45640084.0,2023-24
,23.0,Keegan Murray,23.0,SAC,SF,77.0,77.0,2588.0,13.3,0.569,0.524,0.127,4.5,13.9,9.1,6.9,1.5,2.1,5.9,18.1,2.6,2.6,5.2,0.096,-0.4,-0.5,-0.9,0.8,,murrake02,Keegan Murray,8409000.0,2023-24
,325.0,Keita Bates-Diop,28.0,2TM,SF,53.0,8.0,665.0,11.5,0.534,0.416,0.253,5.5,12.8,9.3,7.4,1.8,2.9,7.5,13.0,0.5,0.8,1.3,0.091,-1.5,0.4,-1.0,0.2,,bateske01,Keita Bates-Diop,0.0,2023-24
,98.0,Keldon Johnson,24.0,SAS,SF,69.0,27.0,2038.0,14.2,0.565,0.426,0.256,5.0,15.1,10.0,14.2,1.2,0.8,9.4,21.9,1.5,1.5,3.0,0.071,-0.3,-1.4,-1.7,0.2,,johnske04,Keldon Johnson,20000000.0,2023-24
,150.0,Kelly Olynyk,32.0,2TM,C,78.0,27.0,1759.0,17.4,0.661,0.312,0.362,6.7,19.0,12.9,27.6,2.0,1.5,20.9,17.5,3.5,1.4,4.9,0.133,0.7,1.1,1.8,1.7,,olynyke01,Kelly Olynyk,12195122.0,2023-24
,93.0,Kelly Oubre Jr.,28.0,PHI,SF,68.0,52.0,2055.0,13.5,0.535,0.37,0.264,5.0,13.5,9.2,7.3,1.8,2.1,8.2,22.4,0.6,2.4,3.0,0.07,-1.5,-0.7,-2.3,-0.1,,oubreke01,Kelly Oubre,0.0,2023-24
,507.0,Kendall Brown,20.0,IND,SG,15.0,0.0,63.0,7.6,0.567,0.133,0.533,5.4,3.6,4.5,9.3,0.0,0.0,9.7,13.7,0.1,0.0,0.1,0.045,-4.2,-2.6,-6.8,-0.1,,brownke03,Kendall Brown,1761752.0,2023-24
,437.0,Kenneth Lofton Jr.,21.0,3TM,PF,21.0,0.0,199.0,14.7,0.537,0.308,0.333,6.6,14.6,10.5,25.7,1.5,2.3,13.5,22.1,0.1,0.2,0.3,0.068,-0.6,0.3,-0.3,0.1,,loftoke01,Kenneth Lofton,1719864.0,2023-24
,258.0,Kenrich Williams,29.0,OKC,PF,69.0,1.0,1029.0,11.9,0.568,0.504,0.05,6.9,15.4,11.3,11.4,1.8,0.8,10.1,13.4,1.1,1.3,2.5,0.115,-1.1,0.3,-0.8,0.3,,willike04,Kenrich Williams,6175000.0,2023-24
,42.0,Kentavious Caldwell-Pope,30.0,DEN,SG,76.0,76.0,2402.0,10.7,0.602,0.525,0.193,1.5,6.8,4.2,9.5,2.0,1.5,10.5,12.9,2.2,2.6,4.8,0.096,-2.1,0.7,-1.4,0.4,,caldwke01,Kentavious Caldwell-Pope,14704938.0,2023-24
