Unnamed: 0,Rk,Player,Age,Team,Pos,G,GS,MP,PER,TS%,3PAr,FTr,ORB%,DRB%,TRB%,AST%,STL%,BLK%,TOV%,USG%,OWS,DWS,WS,WS/48,OBPM,DBPM,BPM,VORP,Awards,Player-additional,Player_Clean,Salary,Season
,273.0,Keon Ellis,24.0,SAC,SG,57.0,21.0,978.0,12.0,0.627,0.724,0.151,3.6,10.8,7.1,11.1,2.5,2.7,13.0,12.4,1.1,1.2,2.3,0.114,-0.9,2.1,1.2,0.8,,elliske01,Keon Ellis,1761752.0,2023-24
,509.0,Keon Johnson,21.0,BRK,SG,5.0,0.0,61.0,13.1,0.59,0.476,0.571,5.2,7.4,6.3,6.9,2.4,1.5,16.0,22.2,0.0,0.1,0.1,0.068,-1.6,-1.1,-2.7,0.0,,johnske07,Keon Johnson,2808720.0,2023-24
,420.0,Kessler Edwards,23.0,SAC,SF,54.0,0.0,275.0,10.3,0.541,0.634,0.11,3.6,13.7,8.5,7.1,1.8,1.3,4.4,14.0,0.2,0.3,0.5,0.083,-1.6,0.1,-1.5,0.0,,edwarke02,Kessler Edwards,1927896.0,2023-24
,6.0,Kevin Durant,35.0,PHO,PF,75.0,75.0,2791.0,21.2,0.626,0.283,0.295,1.7,17.5,10.0,22.2,1.2,2.9,13.1,29.0,5.1,3.2,8.3,0.142,4.0,0.1,4.0,4.3,MVP-9ASNBA2,duranke01,Kevin Durant,47649433.0,2023-24
,178.0,Kevin Huerter,25.0,SAC,SG,64.0,59.0,1562.0,12.4,0.564,0.609,0.084,2.7,13.6,8.0,14.4,1.4,1.3,8.4,17.3,1.5,1.4,2.9,0.089,-0.5,-0.4,-0.8,0.5,,huertke01,Kevin Huerter,15669643.0,2023-24
,347.0,Kevin Knox,24.0,DET,SF,31.0,11.0,560.0,9.9,0.57,0.505,0.118,3.5,11.5,7.5,5.9,1.1,1.1,10.1,16.6,0.1,0.2,0.4,0.033,-2.8,-1.8,-4.6,-0.4,,knoxke01,Kevin Knox,3000000.0,2023-24
,278.0,Kevin Love,35.0,MIA,PF,55.0,5.0,924.0,18.5,0.597,0.68,0.301,7.2,34.5,20.7,19.0,1.0,1.1,10.6,21.9,1.7,1.6,3.3,0.17,2.7,1.0,3.6,1.3,,loveke01,Kevin Love,0.0,2023-24
,562.0,Kevon Harris,26.0,ORL,SG,2.0,0.0,6.0,11.1,0.667,0.0,0.0,0.0,39.5,19.6,33.0,0.0,0.0,25.0,29.1,0.0,0.0,0.0,0.038,-15.5,-0.3,-15.8,0.0,,harrike01,Kevon Harris,547349.0,2023-24
,228.0,Kevon Looney,27.0,GSW,C,74.0,36.0,1195.0,15.1,0.62,0.004,0.356,13.1,24.6,18.9,14.1,1.1,2.2,15.6,11.3,2.5,1.6,4.0,0.162,-0.8,1.4,0.6,0.8,,looneke01,Kevon Looney,8500000.0,2023-24
,190.0,Khris Middleton,32.0,MIL,SF,55.0,55.0,1487.0,17.0,0.595,0.384,0.187,3.0,15.7,9.5,28.9,1.6,0.9,15.4,23.9,1.9,1.4,3.4,0.109,1.1,0.0,1.1,1.2,,middlkh01,Khris Middleton,40396552.0,2023-24
,265.0,Killian Hayes,22.0,DET,PG,42.0,31.0,1008.0,10.5,0.474,0.261,0.177,1.2,12.2,6.6,27.8,1.7,1.7,14.3,15.1,0.0,0.7,0.7,0.032,-2.9,0.2,-2.7,-0.2,,hayeski01,Killian Hayes,7413955.0,2023-24
,423.0,Kira Lewis Jr.,22.0,3TM,PG,28.0,0.0,265.0,8.6,0.441,0.359,0.217,3.8,7.0,5.4,18.8,1.7,0.7,12.2,18.5,-0.2,0.2,0.0,-5.0,-4.4,-1.4,-5.8,-0.3,,lewiski01,Kira Lewis,5722116.0,2023-24
,56.0,Klay Thompson,33.0,GSW,SF,77.0,63.0,2284.0,13.9,0.576,0.611,0.121,1.7,10.2,6.0,11.2,1.1,1.4,8.9,24.2,1.8,1.7,3.6,0.075,1.1,-1.5,-0.4,0.9,,thompkl01,Klay Thompson,43219440.0,2023-24
,500.0,Kobi Simmons,26.0,TOR,PG,4.0,0.0,67.0,14.5,0.476,0.381,0.0,1.6,10.1,5.7,24.2,4.3,2.6,4.5,14.0,0.1,0.1,0.1,0.098,-2.6,1.6,-1.0,0.0,,simmoko01,Kobi Simmons,2066585.0,2023-24
,221.0,Kris Dunn,29.0,UTA,PG,66.0,32.0,1249.0,12.8,0.546,0.355,0.102,4.4,12.2,8.3,27.1,2.6,2.0,19.5,13.6,1.1,0.9,2.0,0.076,-1.5,1.4,-0.1,0.6,,dunnkr01,Kris Dunn,2586484.0,2023-24
,145.0,Kyle Anderson,30.0,MIN,PF,79.0,10.0,1782.0,12.7,0.513,0.111,0.316,4.0,13.0,8.7,25.0,2.0,2.3,15.6,14.5,1.4,3.1,4.5,0.121,-1.6,2.7,1.1,1.4,,anderky01,Kyle Anderson,9219512.0,2023-24
,57.0,Kyle Kuzma,28.0,WAS,PF,70.0,70.0,2281.0,15.7,0.547,0.343,0.183,2.8,19.3,10.9,20.7,0.8,1.8,11.9,29.7,-1.0,1.1,0.2,0.004,0.5,-1.6,-1.1,0.5,,kuzmaky01,Kyle Kuzma,13000000.0,2023-24
,163.0,Kyle Lowry,37.0,2TM,PG,60.0,55.0,1690.0,10.9,0.594,0.663,0.199,2.2,10.8,6.4,20.1,1.7,1.2,17.2,12.9,1.6,1.9,3.5,0.1,-1.9,0.9,-1.0,0.4,,lowryky01,Kyle Lowry,29682540.0,2023-24
,99.0,Kyrie Irving,31.0,DAL,SG,58.0,58.0,2030.0,21.9,0.608,0.372,0.186,2.4,13.2,7.8,23.8,1.7,1.2,8.0,28.1,4.9,2.0,6.9,0.163,4.8,0.1,4.9,3.6,CPOY-7,irvinky01,Kyrie Irving,0.0,2023-24
,317.0,LaMelo Ball,22.0,CHO,PG,22.0,22.0,711.0,20.8,0.561,0.466,0.246,4.4,13.7,8.9,43.1,2.8,0.5,15.0,34.3,0.6,0.5,1.1,0.074,3.8,-0.5,3.3,1.0,,ballla01,LaMelo Ball,10900635.0,2023-24
,348.0,Lamar Stevens,26.0,2TM,PF,38.0,3.0,559.0,14.6,0.516,0.192,0.225,6.9,18.2,12.4,7.9,2.0,3.6,8.3,22.2,0.0,0.8,0.8,0.068,-2.2,-0.1,-2.2,0.0,,stevela01,Lamar Stevens,1930681.0,2023-24
,314.0,Landry Shamet,26.0,WAS,SG,46.0,5.0,726.0,10.5,0.556,0.573,0.168,2.3,6.9,4.6,10.2,1.6,1.1,9.3,18.8,0.1,0.2,0.3,0.022,-2.7,-1.3,-4.0,-0.4,,shamela01,Landry Shamet,10250000.0,2023-24
,138.0,Lauri Markkanen,26.0,UTA,PF,55.0,55.0,1820.0,21.5,0.631,0.493,0.311,7.4,19.6,13.6,9.5,1.3,1.3,7.1,25.0,5.2,0.9,6.2,0.163,5.1,-1.5,3.6,2.6,,markkla01,Lauri Markkanen,17259999.0,2023-24
,30.0,LeBron James,39.0,LAL,PF,71.0,71.0,2504.0,23.7,0.63,0.286,0.318,2.8,19.3,11.5,37.5,1.7,1.3,14.5,29.2,5.7,2.8,8.5,0.164,5.5,0.9,6.5,5.4,CPOY-10ASNBA3,jamesle01,LeBron James,46698737.0,2023-24
,559.0,Lindell Wigginton,25.0,MIL,PG,3.0,0.0,8.0,5.6,0.51,0.4,0.4,0.0,0.0,0.0,0.0,0.0,0.0,14.5,37.1,0.0,0.0,0.0,-154.0,-14.6,-9.2,-23.9,0.0,,wiggili01,Lindell Wigginton,547349.0,2023-24
,419.0,Lindy Waters III,26.0,OKC,SG,38.0,0.0,280.0,15.3,0.653,0.817,0.019,2.9,12.6,8.0,11.5,0.9,2.3,6.3,17.3,0.6,0.3,0.9,0.15,2.4,-0.5,1.9,0.3,,waterli01,Lindy Waters,1927896.0,2023-24
,263.0,Lonnie Walker IV,25.0,BRK,SG,58.0,0.0,1011.0,13.1,0.545,0.551,0.12,1.4,12.7,6.9,11.5,1.6,1.8,9.0,24.4,-0.1,0.9,0.8,0.038,-0.4,-1.0,-1.4,0.2,,walkelo01,Lonnie Walker,0.0,2023-24
,61.0,Luguentz Dort,24.0,OKC,SF,79.0,79.0,2246.0,11.1,0.593,0.603,0.236,3.8,10.0,7.0,6.3,1.5,1.9,9.3,15.4,2.0,2.5,4.6,0.097,-1.4,-0.2,-1.6,0.2,,dortlu01,Luguentz Dort,15277778.0,2023-24
,463.0,Luka Garza,25.0,MIN,C,25.0,0.0,122.0,21.8,0.576,0.427,0.333,18.6,10.7,14.4,5.9,1.6,0.7,6.5,33.3,0.2,0.2,0.4,0.166,0.6,-2.7,-2.1,0.0,,garzalu01,Luka Garza,1761752.0,2023-24
,267.0,Luke Kennard,27.0,MEM,SG,39.0,22.0,999.0,13.1,0.641,0.756,0.143,1.2,11.6,6.2,20.8,1.0,0.2,13.9,16.7,1.4,0.7,2.1,0.099,0.6,-0.9,-0.3,0.4,,kennalu01,Luke Kennard,14763636.0,2023-24
,272.0,Luke Kornet,28.0,BOS,C,63.0,7.0,983.0,19.8,0.736,0.005,0.266,13.5,15.1,14.3,8.9,1.2,5.5,8.5,11.0,3.5,1.6,5.1,0.248,1.6,1.8,3.4,1.3,,kornelu01,Luke Kornet,2413304.0,2023-24
,289.0,Malachi Flynn,25.0,3TM,PG,69.0,0.0,876.0,11.9,0.533,0.52,0.218,2.6,12.0,7.2,21.1,2.1,0.8,15.0,20.4,-0.1,0.6,0.5,0.029,-2.0,-0.2,-2.2,0.0,,flynnma01,Malachi Flynn,3873024.0,2023-24
,174.0,Malaki Branham,20.0,SAS,PG,75.0,29.0,1594.0,8.7,0.526,0.427,0.1,1.9,8.2,5.0,14.0,0.8,0.4,12.2,19.8,-0.9,0.6,-0.3,-8.0,-3.4,-2.2,-5.6,-1.5,,branhma01,Malaki Branham,3071880.0,2023-24
,241.0,Malcolm Brogdon,31.0,POR,PG,39.0,25.0,1121.0,17.0,0.56,0.401,0.234,2.6,12.8,7.4,30.9,1.2,0.6,9.9,23.0,2.0,0.6,2.6,0.111,2.7,-0.7,2.0,1.1,,brogdma01,Malcolm Brogdon,22500000.0,2023-24
,51.0,Malik Beasley,27.0,MIL,SG,79.0,77.0,2337.0,10.3,0.603,0.751,0.048,2.0,11.4,6.8,6.1,1.2,0.3,6.8,14.6,1.9,1.6,3.5,0.073,-1.0,-0.8,-1.8,0.1,,beaslma01,Malik Beasley,16524106.0,2023-24
,130.0,Malik Monk,25.0,SAC,SG,72.0,0.0,1872.0,16.0,0.564,0.474,0.23,1.6,11.3,6.3,28.9,1.2,1.9,13.2,25.9,1.9,1.6,3.5,0.09,1.5,-1.0,0.6,1.2,CPOY-126MOY-2,monkma01,Malik Monk,9945830.0,2023-24
,544.0,Mamadi Diakite,27.0,2TM,PF,6.0,0.0,24.0,18.6,0.694,0.167,1.0,4.5,13.8,9.1,13.5,2.1,3.5,10.4,17.0,0.1,0.0,0.1,0.168,0.8,2.7,3.5,0.0,,diakima01,Mamadi Diakite,1761752.0,2023-24
,335.0,MarJon Beauchamp,23.0,MIL,SF,48.0,1.0,608.0,9.7,0.592,0.452,0.169,4.1,13.6,8.9,6.7,1.0,1.0,13.2,14.6,0.2,0.5,0.7,0.056,-2.3,-0.9,-3.2,-0.2,,beaucma01,MarJon Beauchamp,2609400.0,2023-24
,299.0,Marcus Morris,34.0,2TM,PF,49.0,7.0,817.0,9.9,0.558,0.451,0.167,3.1,15.2,9.1,6.1,0.9,1.4,9.6,16.6,0.2,0.8,1.0,0.06,-2.5,-1.3,-3.8,-0.4,,morrima03,Marcus Morris,17116279.0,2023-24
,336.0,Marcus Smart,29.0,MEM,PG,20.0,20.0,605.0,11.8,0.552,0.565,0.236,1.0,8.9,4.8,22.7,3.3,0.8,19.2,22.9,-0.5,0.7,0.2,0.02,-3.3,0.9,-2.4,0.0,,smartma01,Marcus Smart,18583713.0,2023-24
,359.0,Mark Williams,22.0,CHO,C,19.0,19.0,508.0,22.5,0.675,0.0,0.424,16.3,24.6,20.4,6.8,1.6,3.7,8.7,17.1,1.6,0.5,2.1,0.198,1.6,-0.8,0.8,0.3,,willima07,Mark Williams,3908160.0,2023-24
,281.0,Markelle Fultz,25.0,ORL,PG,43.0,18.0,910.0,12.6,0.492,0.055,0.101,7.2,10.7,8.9,19.7,2.3,1.5,12.8,18.8,0.0,1.3,1.3,0.069,-2.6,1.2,-1.4,0.1,,fultzma01,Markelle Fultz,17000000.0,2023-24
,431.0,Markieff Morris,34.0,DAL,PF,26.0,1.0,216.0,6.6,0.467,0.618,0.088,2.0,17.6,9.9,9.4,1.1,1.2,14.5,16.4,-0.3,0.2,-0.1,-14.0,-4.0,-1.3,-5.3,-0.2,,morrima02,Markieff Morris,0.0,2023-24
,252.0,Marvin Bagley III,24.0,2TM,C,50.0,25.0,1053.0,19.4,0.629,0.056,0.309,13.1,19.2,16.1,8.1,0.9,2.6,11.3,21.0,2.0,0.7,2.7,0.122,1.0,-1.4,-0.4,0.4,,baglema01,Marvin Bagley,12500000.0,2023-24
,323.0,Mason Plumlee,33.0,LAC,C,46.0,11.0,674.0,15.8,0.621,0.039,0.647,10.4,28.2,19.6,10.8,1.0,2.3,15.5,15.1,1.2,0.9,2.0,0.146,-1.1,0.4,-0.8,0.2,,plumlma01,Mason Plumlee,0.0,2023-24
,189.0,Matisse Thybulle,26.0,POR,SF,65.0,19.0,1487.0,10.4,0.537,0.729,0.091,2.1,8.5,5.1,8.3,3.8,3.0,10.8,10.6,0.4,1.8,2.2,0.072,-2.8,3.4,0.6,0.9,,thybuma01,Matisse Thybulle,6275861.0,2023-24
,391.0,Matt Ryan,26.0,NOP,SF,28.0,1.0,390.0,9.0,0.638,0.805,0.124,1.7,9.6,5.7,6.1,0.8,0.3,13.8,15.4,0.2,0.3,0.5,0.065,-1.4,-1.3,-2.7,-0.1,,ryanma01,Matt Ryan,1761752.0,2023-24
,277.0,Max Christie,20.0,LAL,SG,67.0,7.0,944.0,8.4,0.544,0.49,0.191,1.9,14.2,8.4,8.0,1.0,1.6,11.8,13.6,-0.1,0.8,0.7,0.036,-3.2,-0.4,-3.6,-0.4,,chrisma02,Max Christie,1719864.0,2023-24
,62.0,Max Strus,27.0,CLE,SF,70.0,70.0,2239.0,11.7,0.553,0.658,0.133,3.4,13.5,8.5,17.3,1.4,1.2,12.7,17.4,1.2,2.6,3.9,0.083,-1.1,0.5,-0.6,0.8,,strusma01,Max Strus,0.0,2023-24
,292.0,Maxi Kleber,32.0,DAL,C,43.0,7.0,871.0,8.8,0.573,0.63,0.322,3.8,14.1,9.0,9.5,0.9,3.0,14.4,9.6,0.6,0.8,1.4,0.08,-2.3,1.0,-1.3,0.2,,klebima01,Maxi Kleber,11000000.0,2023-24
,442.0,Micah Potter,25.0,UTA,PF,16.0,0.0,186.0,11.0,0.609,0.525,0.2,6.0,19.4,12.7,4.2,1.0,2.9,10.3,10.9,0.2,0.1,0.3,0.075,-1.4,-0.9,-2.3,0.0,,pottemi01,Micah Potter,547349.0,2023-24
,27.0,Michael Porter Jr.,25.0,DEN,SF,81.0,81.0,2565.0,15.5,0.601,0.513,0.102,4.7,19.3,12.2,6.7,0.8,1.8,7.5,20.7,3.1,3.1,6.2,0.115,1.2,-1.2,0.1,1.3,,portemi01,Michael Porter,33386850.0,2023-24
,4.0,Mikal Bridges,27.0,BRK,SF,82.0,82.0,2854.0,14.9,0.56,0.457,0.245,2.5,12.0,7.1,16.3,1.4,0.9,10.3,24.3,2.1,2.1,4.2,0.07,0.7,-1.0,-0.4,1.2,,bridgmi01,Mikal Bridges,21700000.0,2023-24
,70.0,Mike Conley,36.0,MIN,PG,76.0,76.0,2193.0,15.8,0.627,0.629,0.174,2.0,9.0,5.6,28.4,2.0,0.7,12.8,16.0,5.0,3.3,8.2,0.18,2.0,1.4,3.4,3.0,,conlemi01,Mike Conley,24360000.0,2023-24
,337.0,Mike Muscala,32.0,3TM,C,53.0,6.0,600.0,7.5,0.47,0.615,0.16,7.0,15.8,11.3,7.6,0.7,1.8,11.6,13.4,-0.2,0.3,0.1,0.009,-3.9,-1.4,-5.3,-0.5,,muscami01,Mike Muscala,3500000.0,2023-24
,209.0,Miles McBride,23.0,NYK,PG,68.0,14.0,1328.0,13.1,0.59,0.586,0.11,2.6,5.9,4.2,12.2,1.9,0.5,5.9,16.4,2.4,1.3,3.6,0.131,-0.4,0.4,-0.1,0.6,,mcbrimi01,Miles McBride,1836096.0,2023-24
,306.0,Mitchell Robinson,25.0,NYK,C,31.0,21.0,768.0,16.1,0.554,0.0,0.52,20.7,17.7,19.2,3.1,2.4,4.3,13.8,10.2,1.2,1.3,2.5,0.155,-0.3,0.4,0.0,0.4,,robinmi01,Mitchell Robinson,15681818.0,2023-24
,312.0,Mo Bamba,25.0,PHI,C,57.0,17.0,740.0,15.4,0.575,0.323,0.253,11.3,24.5,17.8,7.6,1.5,7.4,15.1,15.1,0.6,1.3,2.0,0.128,-2.3,1.4,-1.0,0.2,,bambamo01,Mo Bamba,10300000.0,2023-24
,365.0,Monte Morris,28.0,2TM,PG,33.0,0.0,476.0,13.2,0.508,0.458,0.124,1.7,11.5,6.8,20.0,2.0,1.7,4.2,15.5,0.5,0.7,1.2,0.123,-0.8,1.5,0.7,0.3,,morrimo01,Monte Morris,9800926.0,2023-24
,199.0,Moritz Wagner,26.0,ORL,C,80.0,1.0,1415.0,20.6,0.676,0.208,0.37,9.6,19.3,14.4,11.2,1.4,1.4,13.1,22.8,3.5,2.0,5.6,0.188,1.7,0.3,2.0,1.4,,wagnemo01,Moritz Wagner,0.0,2023-24
,436.0,Moses Brown,24.0,POR,C,22.0,5.0,200.0,14.5,0.477,0.0,0.477,19.6,29.2,24.1,5.4,1.2,3.2,12.3,19.1,-0.1,0.2,0.2,0.044,-4.1,-2.4,-6.5,-0.2,,brownmo01,Moses Brown,0.0,2023-24
,238.0,Moses Moody,21.0,GSW,SG,66.0,9.0,1156.0,13.7,0.578,0.476,0.221,6.2,12.1,9.2,6.7,1.8,1.9,8.7,18.4,1.2,1.2,2.4,0.101,-0.2,0.1,-0.1,0.6,,moodymo01,Moses Moody,3918480.0,2023-24
,87.0,Myles Turner,27.0,IND,C,77.0,77.0,2076.0,19.3,0.626,0.356,0.349,6.2,22.9,14.5,6.4,0.9,5.5,9.4,23.4,3.6,2.2,5.8,0.134,1.0,-0.1,0.9,1.5,,turnemy01,Myles Turner,20975000.0,2023-24
,220.0,Naji Marshall,26.0,NOP,SF,66.0,1.0,1257.0,12.7,0.576,0.409,0.234,4.8,16.4,10.6,13.6,1.9,0.9,13.8,16.3,1.0,1.6,2.6,0.1,-1.3,0.5,-0.7,0.4,,marshna01,Naji Marshall,1930681.0,2023-24
,370.0,Nassir Little,23.0,PHO,SF,45.0,2.0,458.0,9.9,0.572,0.565,0.161,3.6,14.3,9.3,6.1,1.1,1.9,9.5,13.9,0.3,0.4,0.7,0.074,-2.4,-0.6,-3.0,-0.1,,littlna01,Nassir Little,6250000.0,2023-24
,110.0,Naz Reid,24.0,MIN,PF,81.0,14.0,1964.0,16.0,0.595,0.479,0.174,4.4,19.3,12.2,8.3,1.6,3.3,10.8,23.1,1.1,3.8,4.9,0.12,0.4,1.1,1.5,1.7,6MOY-1,reidna01,Naz Reid,0.0,2023-24
,404.0,Neemias Queta,24.0,BOS,C,28.0,0.0,333.0,22.9,0.662,0.0,0.269,17.9,21.5,19.8,8.5,1.9,5.5,10.1,16.9,1.1,0.7,1.8,0.259,0.4,1.1,1.5,0.3,,quetane01,Neemias Queta,1761752.0,2023-24
,149.0,Nick Richards,26.0,CHO,C,67.0,51.0,1759.0,16.7,0.717,0.003,0.476,10.7,24.2,17.2,4.5,0.7,3.9,13.8,13.3,3.8,1.3,5.1,0.14,-1.6,-0.7,-2.3,-0.1,,richani01,Nick Richards,5000000.0,2023-24
,119.0,Nickeil Alexander-Walker,25.0,MIN,SG,82.0,20.0,1921.0,10.9,0.578,0.623,0.121,2.2,7.5,4.9,14.5,1.6,1.9,11.8,14.8,1.5,2.8,4.3,0.107,-1.1,1.3,0.2,1.1,,alexani01,Nickeil Alexander-Walker,7073602.0,2023-24
,183.0,Nicolas Batum,35.0,2TM,PF,60.0,38.0,1529.0,10.2,0.603,0.723,0.082,5.0,13.1,9.0,10.7,1.5,2.3,13.1,8.6,1.7,1.6,3.3,0.103,-1.3,0.8,-0.4,0.6,,batumni01,Nicolas Batum,11710818.0,2023-24
,107.0,Norman Powell,30.0,LAC,SG,76.0,3.0,1990.0,13.9,0.626,0.5,0.224,0.9,9.8,5.5,5.9,1.1,1.0,7.3,20.0,2.8,1.3,4.1,0.099,0.4,-1.2,-0.8,0.6,6MOY-4,powelno01,Norman Powell,18000000.0,2023-24
,157.0,OG Anunoby,26.0,2TM,SF,50.0,50.0,1702.0,12.8,0.595,0.463,0.154,3.0,10.6,6.8,9.0,2.0,1.9,11.6,17.6,1.1,1.5,2.6,0.073,-1.0,0.5,-0.6,0.6,,anunoog01,OG Anunoby,18642857.0,2023-24
,155.0,Obi Toppin,25.0,IND,PF,82.0,28.0,1730.0,16.5,0.677,0.437,0.173,5.6,15.4,10.5,9.4,1.3,2.0,10.0,16.8,3.6,1.1,4.8,0.132,1.8,-0.3,1.5,1.5,,toppiob01,Obi Toppin,6803012.0,2023-24
,169.0,Ochai Agbaji,23.0,2TM,SG,78.0,28.0,1641.0,7.7,0.497,0.487,0.129,4.9,9.6,7.2,6.6,1.4,2.4,12.3,13.4,-0.5,0.6,0.1,0.002,-3.5,-0.9,-4.4,-1.0,,agbajoc01,Ochai Agbaji,4114200.0,2023-24
,479.0,Olivier Sarr,24.0,OKC,C,15.0,0.0,98.0,14.8,0.664,0.316,0.789,11.8,28.5,20.5,2.5,0.0,6.6,10.5,12.7,0.2,0.2,0.4,0.186,-2.6,-0.1,-2.6,0.0,,sarrol01,Olivier Sarr,0.0,2023-24
,352.0,Omer Yurtseven,25.0,UTA,C,48.0,12.0,545.0,15.0,0.565,0.13,0.152,14.7,27.3,21.0,7.7,0.7,2.9,15.9,17.9,0.3,0.4,0.7,0.062,-1.6,-1.5,-3.0,-0.1,,yurtsom01,Omer Yurtseven,0.0,2023-24
,202.0,Onyeka Okongwu,23.0,ATL,C,55.0,8.0,1405.0,16.9,0.674,0.189,0.318,10.8,18.6,14.6,7.2,0.9,3.8,9.8,13.7,3.5,1.0,4.5,0.153,0.0,-0.5,-0.4,0.5,,okongon01,Onyeka Okongwu,8109063.0,2023-24
,413.0,Orlando Robinson,23.0,MIA,C,36.0,7.0,304.0,14.0,0.596,0.208,0.347,10.4,21.0,15.7,15.8,1.1,2.6,17.8,14.8,0.4,0.5,0.9,0.135,-1.9,0.8,-1.1,0.1,,robinor01,Orlando Robinson,1761752.0,2023-24
,329.0,Oshae Brissett,25.0,BOS,SF,55.0,1.0,630.0,12.8,0.53,0.359,0.542,10.9,16.3,13.7,8.7,1.5,1.1,9.5,14.5,0.8,0.9,1.7,0.131,-2.0,0.2,-1.8,0.0,,brissos01,Oshae Brissett,0.0,2023-24
,444.0,Otto Porter Jr.,30.0,TOR,SF,15.0,1.0,174.0,8.7,0.568,0.697,0.091,3.7,14.8,9.2,5.8,1.4,2.5,5.5,8.9,0.1,0.1,0.3,0.07,-3.5,0.3,-3.2,-0.1,,porteot01,Otto Porter,6300000.0,2023-24
,396.0,Ousmane Dieng,20.0,OKC,PF,33.0,0.0,365.0,10.1,0.54,0.603,0.138,3.2,12.0,7.8,12.9,1.1,1.3,13.4,16.9,0.0,0.4,0.4,0.055,-2.3,-0.7,-3.0,-0.1,,diengou01,Ousmane Dieng,4798440.0,2023-24
,5.0,Paolo Banchero,21.0,ORL,PF,80.0,80.0,2799.0,17.3,0.546,0.249,0.397,3.4,20.0,11.6,25.2,1.3,1.6,13.0,29.7,1.3,4.0,5.3,0.09,1.3,0.0,1.3,2.3,AS,banchpa01,Paolo Banchero,11608080.0,2023-24
,15.0,Pascal Siakam,29.0,2TM,PF,80.0,80.0,2657.0,19.7,0.601,0.194,0.312,5.8,18.1,11.9,19.4,1.1,0.8,8.9,25.3,5.4,1.5,6.9,0.124,2.6,-0.7,1.9,2.7,,siakapa01,Pascal Siakam,37893408.0,2023-24
,166.0,Pat Connaughton,31.0,MIL,SF,76.0,3.0,1676.0,9.6,0.574,0.686,0.167,3.4,12.0,7.8,12.0,1.1,1.0,11.6,10.9,1.6,1.2,2.8,0.08,-1.6,0.0,-1.6,0.2,,connapa01,Pat Connaughton,9423869.0,2023-24
,361.0,Patrick Baldwin Jr.,21.0,WAS,SF,38.0,7.0,493.0,9.7,0.502,0.626,0.181,3.6,23.5,13.3,7.6,1.7,2.5,10.2,15.9,-0.3,0.5,0.2,0.019,-4.0,-0.6,-4.6,-0.3,,baldwpa01,Patrick Baldwin,2337720.0,2023-24
,193.0,Patrick Beverley,35.0,2TM,PG,73.0,13.0,1462.0,11.6,0.539,0.478,0.237,3.7,14.3,9.0,19.0,1.4,1.9,13.4,14.3,1.2,1.5,2.7,0.09,-1.5,0.5,-1.1,0.3,,beverpa01,Patrick Beverley,0.0,2023-24
,231.0,Patrick Williams,22.0,CHI,PF,43.0,30.0,1174.0,11.0,0.553,0.412,0.184,4.3,11.7,7.9,7.7,1.7,2.9,12.8,16.6,0.1,1.0,1.2,0.048,-2.1,-0.1,-2.3,-0.1,,willipa01,Patrick Williams,9835881.0,2023-24
,31.0,Paul George,33.0,LAC,PF,74.0,74.0,2502.0,19.3,0.613,0.476,0.235,1.7,15.3,8.8,16.1,2.2,1.3,10.1,26.6,4.4,2.8,7.3,0.14,2.9,0.2,3.2,3.3,AS,georgpa01,Paul George,45640084.0,2023-24
,175.0,Paul Reed,24.0,PHI,C,82.0,24.0,1590.0,17.4,0.58,0.119,0.177,13.2,20.9,16.9,9.8,2.1,4.8,11.5,15.9,2.5,2.6,5.1,0.154,-0.6,1.0,0.4,0.9,,reedpa01,Paul Reed,0.0,2023-24
,137.0,Payton Pritchard,26.0,BOS,PG,82.0,5.0,1825.0,15.3,0.597,0.602,0.088,4.3,11.1,7.8,20.7,1.1,0.3,8.5,17.2,4.2,1.9,6.1,0.16,1.3,-0.2,1.0,1.4,,pritcpa01,Payton Pritchard,4037277.0,2023-24
,188.0,Peyton Watson,21.0,DEN,SF,80.0,4.0,1488.0,11.8,0.539,0.34,0.237,4.3,14.6,9.6,7.4,1.4,5.0,10.5,16.2,0.3,2.2,2.5,0.079,-3.0,0.8,-2.2,-0.1,,watsope01,Peyton Watson,2303520.0,2023-24
,171.0,Precious Achiuwa,24.0,2TM,C,74.0,18.0,1624.0,14.6,0.545,0.207,0.239,13.0,20.5,16.7,8.4,1.4,3.9,13.8,15.9,1.2,2.2,3.4,0.102,-1.7,0.3,-1.4,0.2,,achiupr01,Precious Achiuwa,4379526.0,2023-24
,260.0,Quentin Grimes,23.0,2TM,SG,51.0,18.0,1025.0,8.9,0.516,0.732,0.137,1.6,9.3,5.5,8.7,1.7,0.6,7.5,15.8,0.3,1.0,1.3,0.06,-2.6,0.4,-2.2,-0.1,,grimequ01,Quentin Grimes,2385720.0,2023-24
,556.0,Quenton Jackson,25.0,IND,PG,3.0,0.0,11.0,16.1,0.532,0.0,2.0,0.0,41.2,20.6,18.6,4.3,0.0,0.0,7.2,0.0,0.0,0.0,0.203,-3.5,6.8,3.3,0.0,,jacksqu01,Quenton Jackson,547349.0,2023-24
,133.0,RJ Barrett,23.0,2TM,SG,58.0,58.0,1838.0,16.4,0.58,0.284,0.331,3.1,16.0,9.5,16.7,0.8,1.1,11.1,26.5,1.6,1.2,2.9,0.075,0.7,-1.5,-0.8,0.6,,barrerj01,RJ Barrett,23883929.0,2023-24
